legacy_url,route_class,disposition,target_url,outcome_verified,http_status,notes
/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,post,keep,/ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/,yes,200,Published keep route verified at ai-wont-steal-your-sfcc-job-but-a-developer-using-ai-will/index.html.
/an-overview-of-sfcc-global-functions/,post,keep,/an-overview-of-sfcc-global-functions/,yes,200,Published keep route verified at an-overview-of-sfcc-global-functions/index.html.
/archive/,page,keep,/archive/,yes,200,Published keep route verified at archive/index.html.
/archive/2/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/archive/3/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/archive/4/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/archive/5/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/archive/6/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/archive/7/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/archive/8/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/archives/,page,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/author/admin/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/author/thomas-theunen/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/author/thomas-theunen/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/b2c-commerce-cloud-campaign-erd/,post,keep,/b2c-commerce-cloud-campaign-erd/,yes,200,Published keep route verified at b2c-commerce-cloud-campaign-erd/index.html.
/b2c-commerce-whats-new-in-22-4/,post,keep,/b2c-commerce-whats-new-in-22-4/,yes,200,Published keep route verified at b2c-commerce-whats-new-in-22-4/index.html.
/b2c-commerce-whats-new-in-22-4/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/b2c-commerce-whats-new-in-the-22-3-release/,post,keep,/b2c-commerce-whats-new-in-the-22-3-release/,yes,200,Published keep route verified at b2c-commerce-whats-new-in-the-22-3-release/index.html.
/b2c-commerce-whats-new-in-the-22-3-release/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/blog/,page,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/caching-in-the-sfcc-composable-storefront/,post,keep,/caching-in-the-sfcc-composable-storefront/,yes,200,Published keep route verified at caching-in-the-sfcc-composable-storefront/index.html.
/caching-rest-apis-in-sfcc/,post,keep,/caching-rest-apis-in-sfcc/,yes,200,Published keep route verified at caching-rest-apis-in-sfcc/index.html.
/caching-rest-apis-in-sfcc/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/can-a-isslot-element-have-a-dynamic-id/,page,keep,/can-a-isslot-element-have-a-dynamic-id/,yes,200,Published keep route verified at can-a-isslot-element-have-a-dynamic-id/index.html.
/category-sitemap.xml,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/ai/,category,keep,/category/ai/,yes,200,Published keep route verified at category/ai/index.html.
/category/architecture/,category,keep,/category/architecture/,yes,200,Published keep route verified at category/architecture/index.html.
/category/certification/,category,keep,/category/certification/,yes,200,Published keep route verified at category/certification/index.html.
/category/certification/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/community/,category,keep,/category/community/,yes,200,Published keep route verified at category/community/index.html.
/category/community/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/community/page/2/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/corporate/,category,keep,/category/corporate/,yes,200,Published keep route verified at category/corporate/index.html.
/category/corporate/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/erd/,category,keep,/category/erd/,yes,200,Published keep route verified at category/erd/index.html.
/category/external/,category,keep,/category/external/,yes,200,Published keep route verified at category/external/index.html.
/category/external/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/external/forward/,category,redirect,/category/external/,yes,200,Alias helper verified at category/external/forward/index.html; final target published at category/external/index.html.
/category/external/forward/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/external/linkedin/,category,redirect,/category/linkedin/,yes,200,Alias helper verified at category/external/linkedin/index.html; final target published at category/linkedin/index.html.
/category/external/linkedin/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/external/salesforce-architects-blog/,category,redirect,/category/salesforce-architects-blog/,yes,200,Alias helper verified at category/external/salesforce-architects-blog/index.html; final target published at category/salesforce-architects-blog/index.html.
/category/external/salesforce-architects-blog/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/external/salesforce-ben/,category,redirect,/category/salesforce-ben/,yes,200,Alias helper verified at category/external/salesforce-ben/index.html; final target published at category/salesforce-ben/index.html.
/category/external/salesforce-ben/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/go-live/,category,keep,/category/go-live/,yes,200,Published keep route verified at category/go-live/index.html.
/category/linkedin/,category,keep,/category/linkedin/,yes,200,Published keep route verified at category/linkedin/index.html.
/category/podcasts/,category,keep,/category/podcasts/,yes,200,Published keep route verified at category/podcasts/index.html.
/category/react/,category,keep,/category/react/,yes,200,Published keep route verified at category/react/index.html.
/category/react/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/release-notes/,category,keep,/category/release-notes/,yes,200,Published keep route verified at category/release-notes/index.html.
/category/salesforce-architects-blog/,category,keep,/category/salesforce-architects-blog/,yes,200,Published keep route verified at category/salesforce-architects-blog/index.html.
/category/salesforce-ben/,category,keep,/category/salesforce-ben/,yes,200,Published keep route verified at category/salesforce-ben/index.html.
/category/salesforce-commerce-cloud/,category,keep,/category/salesforce-commerce-cloud/,yes,200,Published keep route verified at category/salesforce-commerce-cloud/index.html.
/category/salesforce-commerce-cloud/ai/,category,redirect,/category/ai/,yes,200,Alias helper verified at category/salesforce-commerce-cloud/ai/index.html; final target published at category/ai/index.html.
/category/salesforce-commerce-cloud/ai/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/architecture/,category,redirect,/category/architecture/,yes,200,Alias helper verified at category/salesforce-commerce-cloud/architecture/index.html; final target published at category/architecture/index.html.
/category/salesforce-commerce-cloud/architecture/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/documentation/,category,redirect,/category/salesforce-commerce-cloud/,yes,200,Alias helper verified at category/salesforce-commerce-cloud/documentation/index.html; final target published at category/salesforce-commerce-cloud/index.html.
/category/salesforce-commerce-cloud/documentation/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/erd/,category,redirect,/category/erd/,yes,200,Alias helper verified at category/salesforce-commerce-cloud/erd/index.html; final target published at category/erd/index.html.
/category/salesforce-commerce-cloud/erd/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/go-live/,category,redirect,/category/go-live/,yes,200,Alias helper verified at category/salesforce-commerce-cloud/go-live/index.html; final target published at category/go-live/index.html.
/category/salesforce-commerce-cloud/go-live/feed/,system,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/10/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/11/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/12/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/13/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/2/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/3/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/4/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/5/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/6/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
/category/salesforce-commerce-cloud/page/7/,pagination,retire,,yes,404,"Retire route verified: no published artifact, alias, or sitemap entry remains."
